B Id,Thomas Id
hr10238-93,920
hr10238-93,929
hr10238-93,944
hr10238-93,954
hr10238-93,961
hr10238-93,963
hr10238-93,973
hr10238-93,974
hr10238-93,987
hr10239-93,556
hr10239-93,981
hr10239-93,987
hr10239-93,991
hr10239-93,995
hr10239-93,996
hr10239-93,1017
hr10239-93,1033
hr10239-93,1040
hr10239-93,1051
hr10239-93,1052
hr10239-93,1100
hr10239-93,1121
hr10239-93,1131
hr10239-93,1152
hr10239-93,1154
hr10239-93,1156
hr10239-93,1159
hr10239-93,1187
hr10239-93,1233
hr10239-93,1241
hr10239-93,1248
hr10239-93,1255
hr10240-93,1183
hr10240-93,1239
hr10241-93,1198
hr10242-93,131
hr10243-93,781
hr10244-93,6
hr10244-93,286
hr10244-93,360
hr10244-93,365
hr10244-93,477
hr10244-93,610
hr10244-93,790
hr10244-93,820
hr10244-93,929
hr10244-93,1033
hr10244-93,1104
hr10244-93,1198
hr10245-93,151
hr10245-93,1055
hr10245-93,1254
hr10246-93,26
hr10246-93,151
hr10247-93,198
hr10248-93,305
hr10249-93,320
hr10250-93,3
hr10250-93,90
hr10250-93,195
hr10250-93,229
hr10250-93,271
hr10250-93,318
hr10250-93,333
hr10250-93,336
hr10250-93,437
hr10250-93,477
hr10250-93,556
hr10250-93,656
hr10250-93,818
hr10250-93,920
hr10250-93,944
hr10250-93,961
hr10250-93,974
hr10250-93,986
hr10250-93,987
hr10250-93,1017
hr10250-93,1033
hr10250-93,1040
hr10250-93,1101
hr10250-93,1193
hr10250-93,1241
hr10251-93,262
hr10251-93,402
hr10251-93,413
hr10251-93,529
hr10251-93,564
hr10251-93,574
hr10251-93,734
hr10251-93,814
hr10251-93,896
hr10251-93,963
hr10251-93,973
hr10251-93,974
hr10251-93,1011
hr10251-93,1040
hr10251-93,1152
hr10251-93,1227
hr10252-93,442
hr10253-93,482
hr10253-93,1002
hr10253-93,1164
hr10254-93,493
hr10255-93,535
hr10255-93,762
hr10256-93,551
hr10256-93,560
hr10257-93,601
hr10258-93,597
hr10259-93,625
hr10260-93,625
hr10261-93,634
hr10262-93,668
hr10263-93,765
hr10264-93,830
hr10265-93,895
hr10266-93,529
hr10266-93,838
hr10266-93,944
hr10266-93,974
hr10267-93,973
hr10268-93,995
hr10269-93,1002
hr10270-93,1002
hr10271-93,3
hr10271-93,6
hr10271-93,149
hr10271-93,228
hr10271-93,296
hr10271-93,315
hr10271-93,341
hr10271-93,397
hr10271-93,411
hr10271-93,436
hr10271-93,437
hr10271-93,509
hr10271-93,513
hr10271-93,515
hr10271-93,522
hr10271-93,625
hr10271-93,629
hr10271-93,643
hr10271-93,820
hr10271-93,863
hr10271-93,877
hr10271-93,1033
hr10271-93,1106
hr10271-93,1174
hr10271-93,1249
hr10272-93,92
hr10272-93,115
hr10272-93,159
hr10272-93,195
hr10272-93,221
hr10272-93,249
hr10272-93,333
hr10272-93,336
hr10272-93,430
hr10272-93,530
hr10272-93,622
hr10272-93,695
hr10272-93,804
hr10272-93,842
hr10272-93,913
hr10272-93,928
hr10272-93,974
hr10272-93,986
hr10272-93,1019
hr10272-93,1040
hr10272-93,1105
hr10272-93,1106
hr10272-93,1193
hr10272-93,1233
hr10272-93,1249
hr10273-93,81
hr10273-93,227
hr10273-93,255
hr10273-93,262
hr10273-93,271
hr10273-93,353
hr10273-93,365
hr10273-93,422
hr10273-93,493
hr10273-93,529
hr10273-93,556
hr10273-93,731
hr10273-93,982
hr10273-93,1052
hr10273-93,1106
hr10273-93,1164
hr10273-93,1217
hr10273-93,1249
hr10274-93,1101
hr10274-93,1106
hr10274-93,1249
hr10275-93,1108
hr10276-93,1152
hr10277-93,1250
hr10278-93,1256
hr10279-93,749
hr10279-93,815
hr10279-93,1256
hr10280-93,23
hr10281-93,95
hr10282-93,115
hr10283-93,10
hr10283-93,143
hr10283-93,321
hr10283-93,707
hr10283-93,863
hr10283-93,920
hr10283-93,937
hr10283-93,974
hr10283-93,1233
hr10283-93,1241
hr10283-93,1253
hr10284-93,191
hr10285-93,42
hr10285-93,143
hr10285-93,296
hr10285-93,337
hr10286-93,493
hr10287-93,221
hr10287-93,391
hr10287-93,430
hr10287-93,437
hr10287-93,503
hr10287-93,556
hr10287-93,597
hr10287-93,987
hr10287-93,1040
hr10287-93,1253
hr10288-93,573
hr10289-93,814
hr10290-93,69
hr10290-93,128
hr10290-93,143
hr10290-93,418
hr10290-93,561
hr10290-93,625
hr10290-93,682
hr10290-93,712
hr10290-93,858
hr10290-93,982
hr10290-93,1186
hr10290-93,1257
hr10291-93,229
hr10291-93,614
hr10291-93,818
hr10291-93,944
hr10292-93,10
hr10292-93,298
hr10292-93,333
hr10292-93,656
hr10292-93,918
hr10292-93,987
hr10292-93,1105
hr10292-93,1193
hr10293-93,1105
hr10294-93,90
hr10294-93,150
hr10294-93,253
hr10294-93,283
hr10294-93,620
hr10294-93,741
hr10294-93,787
hr10294-93,873
hr10294-93,884
hr10294-93,1002
hr10294-93,1024
hr10294-93,1040
hr10294-93,1106
hr10294-93,1173
hr10294-93,1187
hr10295-93,3
hr10295-93,680
hr10295-93,1101
hr10295-93,1183
hr10295-93,1252
hr10296-93,1260
hr10297-93,950
hr10298-93,1119
hr10299-93,32
hr10299-93,84
hr10299-93,134
hr10299-93,220
hr10299-93,239
hr10299-93,284
hr10299-93,336
hr10299-93,494
hr10299-93,643
hr10299-93,678
hr10299-93,950
hr10299-93,987
hr10299-93,1101
hr10299-93,1244
hr10300-93,59
hr10301-93,86
hr10301-93,411
hr10302-93,351
hr10302-93,1267
hr10303-93,555
hr10304-93,617
hr10305-93,896
hr10306-93,973
hr10307-93,1119
hr10308-93,1119
hr10309-93,1124
hr10310-93,1152
hr10311-93,1154
hr10312-93,1154
hr10313-93,1179
hr10314-93,1267
hr10315-93,85
hr10316-93,3
hr10316-93,81
hr10316-93,84
hr10316-93,115
hr10316-93,120
hr10316-93,134
hr10316-93,163
hr10316-93,206
hr10316-93,215
hr10316-93,336
hr10316-93,442
hr10316-93,474
hr10316-93,522
hr10316-93,600
hr10316-93,656
hr10316-93,678
hr10316-93,704
hr10316-93,762
hr10316-93,838
hr10316-93,842
hr10316-93,928
hr10316-93,945
hr10316-93,954
hr10316-93,973
hr10316-93,974
hr10317-93,120
hr10317-93,986
hr10317-93,1016
hr10317-93,1040
hr10317-93,1164
hr10317-93,1198
hr10317-93,1232
hr10317-93,1235
hr10317-93,1267
hr10318-93,147
hr10319-93,198
hr10320-93,298
hr10321-93,320
hr10322-93,341
hr10323-93,444
hr10324-93,444
hr10325-93,513
hr10326-93,555
hr10327-93,564
hr10328-93,564
hr10329-93,570
hr10330-93,581
hr10331-93,177
hr10331-93,298
hr10331-93,703
hr10331-93,818
hr10331-93,944
hr10332-93,707
hr10333-93,786
hr10334-93,786
hr10335-93,734
hr10336-93,115
hr10336-93,801
hr10337-93,884
hr10338-93,907
hr10339-93,907
hr10340-93,907
hr10341-93,974
hr10342-93,95
hr10342-93,195
hr10342-93,234
hr10342-93,734
hr10342-93,806
hr10342-93,866
hr10342-93,1173
hr10343-93,31
hr10343-93,1183
hr10344-93,1198
hr10345-93,1234
hr10346-93,1239
hr10347-93,1246
hr10348-93,1246
hr10349-93,292
hr10349-93,1249
hr10350-93,1073
hr10351-93,16
hr10352-93,16
hr10352-93,42
hr10352-93,134
hr10352-93,229
hr10352-93,239
hr10352-93,263
hr10352-93,275
hr10352-93,318
hr10352-93,336
hr10352-93,401
hr10352-93,529
hr10352-93,548
hr10352-93,678
hr10352-93,680
hr10352-93,793
hr10352-93,973
hr10352-93,974
hr10352-93,982
hr10352-93,987
hr10352-93,996
hr10352-93,1115
hr10352-93,1193
hr10352-93,1198
hr10352-93,1241
hr10352-93,1253
hr10353-93,33
hr10354-93,253
hr10355-93,305
hr10356-93,321
hr10357-93,382
hr10358-93,18
hr10358-93,298
hr10358-93,411
hr10359-93,416
hr10360-93,430
hr10361-93,464
hr10362-93,474
hr10363-93,221
hr10363-93,474
hr10363-93,503
hr10363-93,522
hr10363-93,523
hr10363-93,974
hr10363-93,982
hr10363-93,1006
hr10363-93,1101
hr10364-93,509
hr10365-93,416
hr10365-93,513
hr10365-93,560
hr10365-93,928
hr10365-93,1131
hr10366-93,521
hr10366-93,560
hr10367-93,521
hr10367-93,560
hr10368-93,521
hr10368-93,560
hr10369-93,521
hr10369-93,560
hr10370-93,521
hr10370-93,560
hr10371-93,523
hr10372-93,548
hr10373-93,555
hr10374-93,597
hr10375-93,597
hr10376-93,16
hr10376-93,147
hr10376-93,201
hr10376-93,535
hr10376-93,600
hr10376-93,629
hr10376-93,678
hr10376-93,762
hr10376-93,787
hr10376-93,950
hr10376-93,957
hr10376-93,992
hr10376-93,1164
hr10376-93,1179
hr10376-93,1186
hr10377-93,643
hr10378-93,719
hr10379-93,814
hr10380-93,896
hr10381-93,954
hr10382-93,1053
hr10383-93,1120
hr10384-93,31
hr10384-93,992
hr10384-93,1132
hr10385-93,92
hr10385-93,1154
hr10385-93,1180
hr10386-93,1180
hr10387-93,1186
hr10388-93,1186
hr10389-93,1191
hr10390-93,1193
hr10391-93,1246
hr10392-93,134
hr10392-93,762
hr10392-93,1131
hr10393-93,276
hr10394-93,32
hr10394-93,143
hr10394-93,156
hr10394-93,234
hr10394-93,299
hr10394-93,333
hr10394-93,402
hr10394-93,437
hr10394-93,445
hr10394-93,503
hr10394-93,556
hr10394-93,614
hr10394-93,749
hr10394-93,759
hr10394-93,793
hr10394-93,815
hr10394-93,838
hr10394-93,842
hr10394-93,873
hr10394-93,928
hr10394-93,1017
hr10394-93,1040
hr10394-93,1106
hr10394-93,1173
hr10394-93,1241
hr10395-93,3
hr10395-93,134
hr10395-93,177
hr10395-93,195
hr10395-93,229
hr10395-93,263
hr10395-93,275
hr10395-93,333
hr10395-93,341
hr10395-93,370
hr10395-93,415
hr10395-93,477
hr10395-93,515
hr10395-93,522
hr10395-93,529
hr10395-93,731
hr10395-93,907
hr10395-93,920
hr10395-93,950
hr10395-93,987
hr10395-93,996
hr10395-93,1232
hr10396-93,401
hr10397-93,131
hr10397-93,201
hr10397-93,228
hr10397-93,234
hr10397-93,263
hr10397-93,336
hr10397-93,422
hr10397-93,474
hr10397-93,542
hr10397-93,551
hr10397-93,560
hr10397-93,728
hr10397-93,941
hr10397-93,944
hr10397-93,987
hr10397-93,996
hr10397-93,1106
hr10397-93,1180
hr10397-93,1244
hr10397-93,1248
hr10398-93,341
hr10399-93,523
hr10400-93,564
hr10401-93,858
hr10401-93,913
hr10401-93,1052
hr10401-93,1106
hr10402-93,884
hr10403-93,978
hr10404-93,996
hr10405-93,120
hr10405-93,221
hr10405-93,436
hr10405-93,458
hr10405-93,570
hr10405-93,597
hr10405-93,781
hr10405-93,863
hr10405-93,1016
hr10405-93,1105
hr10405-93,1121
hr10405-93,1198
hr10405-93,1253
hr10406-93,781
hr10407-93,1186
hr10408-93,1246
hr10409-93,1256
hr10410-93,1
hr10411-93,1
hr10411-93,286
hr10412-93,90
hr10413-93,90
hr10414-93,92
hr10414-93,118
hr10414-93,221
hr10414-93,556
hr10414-93,1193
hr10415-93,128
hr10416-93,139
hr10417-93,187
hr10418-93,3
hr10418-93,134
hr10418-93,229
hr10418-93,234
hr10418-93,299
hr10418-93,318
hr10418-93,336
hr10418-93,401
hr10418-93,529
hr10418-93,920
hr10418-93,996
hr10418-93,1101
hr10419-93,320
hr10419-93,530
hr10419-93,920
hr10420-93,384
hr10421-93,411
hr10422-93,415
hr10422-93,528
hr10422-93,781
hr10423-93,445
hr10424-93,489
hr10425-93,490
hr10426-93,490
hr10427-93,494
hr10428-93,503
hr10429-93,515
hr10430-93,521
hr10430-93,781
hr10431-93,597
hr10432-93,625
hr10433-93,634
hr10434-93,682
hr10435-93,430
hr10435-93,834
hr10436-93,954
hr10437-93,620
hr10437-93,954
hr10438-93,963
hr10439-93,576
hr10439-93,973
hr10440-93,19
hr10440-93,275
hr10440-93,333
hr10440-93,474
hr10440-93,522
hr10440-93,529
hr10440-93,747
hr10440-93,820
hr10440-93,842
hr10440-93,866
hr10440-93,920
hr10440-93,982
hr10440-93,983
hr10440-93,991
hr10440-93,1233
hr10441-93,103
hr10441-93,370
hr10441-93,556
hr10441-93,1033
hr10442-93,1108
hr10443-93,493
hr10443-93,1173
hr10444-93,1183
hr10445-93,928
hr10445-93,1183
hr10446-93,386
hr10446-93,731
hr10446-93,1001
hr10446-93,1173
hr10446-93,1219
hr10446-93,1241
hr10447-93,493
hr10447-93,1219
hr10448-93,1221
hr10449-93,1234
hr10450-93,1239
hr10451-93,1255
hr10452-93,16
hr10452-93,416
hr10452-93,556
hr10453-93,117
hr10454-93,18
hr10454-93,86
hr10454-93,124
hr10454-93,181
hr10454-93,191
hr10454-93,240
hr10454-93,288
hr10454-93,354
hr10454-93,422
hr10454-93,447
hr10454-93,528
hr10454-93,863
hr10454-93,928
hr10454-93,1024
hr10454-93,1055
hr10454-93,1202
hr10454-93,1254
hr10455-93,411
hr10456-93,474
hr10457-93,920
hr10458-93,283
hr10458-93,351
hr10458-93,353
hr10458-93,413
hr10458-93,622
hr10458-93,625
hr10458-93,682
hr10458-93,752
hr10458-93,936
hr10458-93,1164
hr10458-93,1202
hr10458-93,1267
hr10459-93,963
hr10460-93,134
hr10460-93,156
hr10460-93,556
hr10460-93,987
hr10461-93,996
hr10462-93,996
hr10463-93,1260
hr10464-93,1260
hr10465-93,103
hr10466-93,1260
hr10467-93,5
hr10468-93,234
hr10469-93,482
hr10470-93,1174
hr10471-93,503
hr10472-93,564
hr10473-93,747
hr10474-93,877
hr10475-93,877
hr10476-93,973
hr10477-93,987
hr10478-93,290
hr10478-93,321
hr10478-93,561
hr10478-93,678
hr10478-93,801
hr10478-93,863
hr10478-93,917
hr10478-93,950
hr10478-93,974
hr10478-93,1061
hr10478-93,1104
hr10478-93,1191
hr10478-93,1227
hr10478-93,1244
hr10479-93,1183
hr10480-93,1061
hr10481-93,16
hr10481-93,86
hr10482-93,26
hr10483-93,26
hr10484-93,139
hr10485-93,133
hr10485-93,139
hr10485-93,149
hr10485-93,206
hr10485-93,354
hr10485-93,494
hr10485-93,503
hr10485-93,529
hr10485-93,634
hr10485-93,757
hr10485-93,777
hr10485-93,951
hr10486-93,181
hr10487-93,321
hr10488-93,321
hr10489-93,129
hr10489-93,218
hr10489-93,225
hr10489-93,321
hr10489-93,351
hr10489-93,913
hr10489-93,936
hr10489-93,1016
hr10490-93,503
hr10491-93,600
hr10492-93,195
hr10492-93,620
hr10492-93,1033
hr10492-93,1115
hr10493-93,707
hr10494-93,712
hr10495-93,712
hr10496-93,819
hr10497-93,884
hr10498-93,884
hr10499-93,907
hr10500-93,156
hr10500-93,167
hr10500-93,321
hr10500-93,336
hr10500-93,341
hr10500-93,370
hr10500-93,393
hr10500-93,519
hr10500-93,570
hr10500-93,801
hr10500-93,907
hr10500-93,920
hr10500-93,1016
hr10500-93,1024
hr10500-93,1066
hr10500-93,1179
hr10500-93,1187
hr10501-93,195
hr10501-93,203
hr10501-93,320
hr10501-93,509
hr10501-93,535
hr10501-93,770
hr10501-93,961
hr10501-93,983
hr10501-93,1024
hr10501-93,1061
hr10501-93,1120
hr10501-93,1234
hr10502-93,42
hr10502-93,77
hr10502-93,148
hr10502-93,191
hr10502-93,370
hr10502-93,416
hr10502-93,422
hr10502-93,437
hr10502-93,477
hr10502-93,482
hr10502-93,608
hr10502-93,907
hr10502-93,1056
hr10502-93,1255
hr10503-93,1099
hr10503-93,1111
hr10504-93,1153
hr10505-93,1193
hr10506-93,1193
hr10507-93,1193
hr10508-93,1193
hr10509-93,493
hr10509-93,680
hr10509-93,1219
hr10509-93,1233
hr10510-93,493
hr10510-93,680
hr10510-93,917
hr10510-93,1219
hr10510-93,1233
hr10511-93,814
hr10511-93,1100
hr10511-93,1244
hr10512-93,1246
hr10513-93,1250
hr10514-93,5
hr10515-93,156
hr10516-93,156
hr10517-93,156
hr10518-93,156
hr10519-93,156
hr10520-93,156
hr10521-93,156
hr10522-93,156
hr10523-93,10
hr10523-93,17
hr10523-93,103
hr10523-93,195
hr10523-93,229
hr10523-93,253
hr10523-93,503
hr10523-93,523
hr10523-93,548
hr10523-93,556
hr10523-93,560
hr10523-93,629
hr10523-93,820
hr10523-93,847
hr10523-93,866
hr10523-93,872
hr10523-93,973
hr10523-93,1040
hr10523-93,1099
hr10523-93,1159
hr10523-93,1227
hr10523-93,1229
hr10523-93,1235
hr10524-93,299
hr10525-93,318
hr10526-93,319
hr10527-93,336
hr10528-93,384
hr10529-93,842
hr10530-93,972
hr10531-93,1239
hr10532-93,386
hr10533-93,777
hr10534-93,988
hr10535-93,1164
hr10536-93,17
hr10536-93,319
hr10536-93,440
hr10537-93,16
hr10537-93,195
hr10537-93,255
hr10537-93,477
hr10537-93,944
hr10537-93,961
hr10538-93,40
hr10539-93,139
hr10540-93,139
hr10541-93,40
hr10541-93,150
hr10541-93,227
hr10541-93,234
hr10541-93,298
hr10541-93,333
hr10541-93,336
hr10541-93,411
hr10541-93,503
hr10541-93,515
hr10541-93,556
hr10541-93,678
hr10541-93,749
hr10541-93,759
hr10541-93,820
hr10541-93,838
hr10541-93,920
hr10541-93,961
hr10541-93,983
hr10541-93,987
hr10541-93,996
hr10541-93,1017
hr10541-93,1100
hr10542-93,284
hr10542-93,299
hr10542-93,360
hr10542-93,838
hr10542-93,983
hr10542-93,987
hr10542-93,1121
hr10542-93,1233
hr10543-93,321
hr10544-93,548
hr10545-93,120
hr10545-93,341
hr10545-93,442
hr10545-93,480
hr10545-93,561
hr10545-93,568
hr10545-93,926
hr10545-93,963
hr10545-93,1104
hr10545-93,1260
hr10546-93,570
hr10546-93,1053
hr10546-93,1250
hr10547-93,115
hr10547-93,382
hr10547-93,608
hr10547-93,747
hr10547-93,863
hr10547-93,1119
hr10547-93,1267
hr10548-93,23
hr10548-93,134
hr10548-93,177
hr10548-93,195
hr10548-93,318
hr10548-93,372
hr10548-93,459
hr10548-93,503
hr10548-93,529
hr10548-93,643
hr10548-93,678
hr10548-93,818
hr10548-93,820
hr10548-93,866
hr10548-93,920
hr10548-93,944
hr10548-93,961
hr10548-93,987
hr10548-93,1006
hr10548-93,1101
hr10548-93,1233
hr10548-93,1241
hr10549-93,138
hr10549-93,611
hr10549-93,741
hr10549-93,819
hr10549-93,1005
hr10550-93,896
hr10551-93,117
hr10551-93,907
hr10552-93,915
hr10553-93,943
hr10554-93,950
hr10555-93,984
hr10556-93,1105
hr10557-93,1105
hr10558-93,1108
hr10559-93,1191
hr10560-93,1193
hr10561-93,1234
hr10562-93,81
hr10563-93,129
hr10564-93,73
hr10564-93,118
hr10564-93,228
hr10564-93,872
hr10565-93,305
hr10566-93,305
hr10567-93,528
hr10568-93,555
hr10569-93,765
hr10570-93,838
hr10571-93,908
hr10572-93,118
hr10572-93,215
hr10572-93,228
hr10572-93,229
hr10572-93,290
hr10572-93,296
hr10572-93,336
hr10572-93,382
hr10572-93,384
hr10572-93,411
hr10572-93,440
hr10572-93,529
hr10572-93,540
hr10572-93,765
hr10572-93,781
hr10572-93,818
hr10572-93,825
hr10572-93,915
hr10572-93,920
hr10572-93,961
hr10572-93,986
hr10572-93,1006
hr10572-93,1039
hr10572-93,1180
hr10572-93,1198
hr10573-93,928
hr10574-93,992
hr10575-93,1134
hr10576-93,73
hr10576-93,134
hr10576-93,239
hr10576-93,253
hr10576-93,271
hr10576-93,353
hr10576-93,393
hr10576-93,422
hr10576-93,741
hr10576-93,762
hr10576-93,837
hr10576-93,917
hr10576-93,1131
hr10576-93,1146
hr10577-93,227
hr10577-93,249
hr10577-93,399
hr10577-93,415
hr10577-93,597
hr10577-93,781
hr10577-93,992
hr10577-93,1227
hr10578-93,227
hr10578-93,249
hr10578-93,399
hr10578-93,415
hr10578-93,597
hr10578-93,781
hr10578-93,992
hr10578-93,1233
hr10579-93,513
hr10580-93,299
hr10580-93,820
hr10580-93,1040
hr10581-93,1227
hr10582-93,139
hr10583-93,139
hr10584-93,150
hr10584-93,156
hr10584-93,195
hr10584-93,221
hr10584-93,229
hr10584-93,253
hr10584-93,275
hr10584-93,284
hr10584-93,298
hr10584-93,515
hr10584-93,600
hr10584-93,609
hr10584-93,614
hr10584-93,629
hr10584-93,749
hr10584-93,787
hr10584-93,790
hr10584-93,944
hr10584-93,981
hr10584-93,1024
hr10584-93,1040
hr10584-93,1065
hr10584-93,1111
hr10584-93,1115
hr10584-93,1241
hr10585-93,275
hr10585-93,372
hr10585-93,1187
hr10586-93,386
hr10586-93,473
hr10586-93,678
hr10586-93,856
hr10586-93,943
hr10586-93,1179
hr10586-93,1233
hr10587-93,576
hr10588-93,3
hr10588-93,16
hr10588-93,40
hr10588-93,95
hr10588-93,118
hr10588-93,149
hr10588-93,195
hr10588-93,221
hr10588-93,234
hr10588-93,284
hr10588-93,318
hr10588-93,336
hr10588-93,341
hr10588-93,382
hr10588-93,458
hr10588-93,749
hr10589-93,503
hr10589-93,515
hr10589-93,529
hr10589-93,678
hr10589-93,703
hr10589-93,749
hr10589-93,793
hr10589-93,825
hr10589-93,838
hr10589-93,866
hr10589-93,907
hr10589-93,950
hr10589-93,954
hr10589-93,973
hr10589-93,974
hr10589-93,987
hr10589-93,996
hr10589-93,1040
hr10589-93,1193
hr10589-93,1233
hr10589-93,1241
hr10590-93,806
hr10591-93,85
hr10591-93,115
hr10591-93,199
hr10591-93,611
hr10591-93,678
hr10591-93,842
hr10591-93,1086
hr10591-93,1119
hr10591-93,1257
hr10592-93,915
hr10592-93,1253
hr10593-93,221
hr10593-93,640
hr10593-93,793
hr10593-93,843
hr10593-93,988
hr10594-93,23
hr10595-93,120
hr10595-93,201
hr10595-93,564
hr10595-93,610
hr10595-93,969
hr10596-93,90
hr10597-93,139
hr10598-93,181
hr10598-93,1235
hr10599-93,228
hr10600-93,81
hr10600-93,228
hr10600-93,286
hr10600-93,365
hr10600-93,372
hr10600-93,384
hr10600-93,459
hr10600-93,477
hr10600-93,529
hr10600-93,561
hr10600-93,629
hr10600-93,678
hr10600-93,753
hr10600-93,816
hr10600-93,838
hr10600-93,987
hr10600-93,991
hr10600-93,1028
hr10600-93,1109
hr10600-93,1154
hr10600-93,1159
hr10600-93,1198
hr10600-93,1202
hr10600-93,1241
hr10600-93,1253
hr10601-93,26
hr10601-93,42
hr10601-93,143
hr10601-93,228
hr10601-93,255
hr10601-93,296
hr10601-93,370
hr10601-93,393
hr10601-93,420
hr10601-93,564
hr10601-93,765
hr10601-93,834
hr10601-93,863
hr10601-93,926
hr10601-93,928
hr10601-93,936
hr10601-93,961
hr10601-93,982
hr10601-93,1073
hr10601-93,1121
hr10601-93,1229
hr10601-93,1233
hr10602-93,40
hr10602-93,90
hr10602-93,92
hr10602-93,134
hr10602-93,203
hr10602-93,229
hr10602-93,384
hr10602-93,503
hr10602-93,515
hr10602-93,820
hr10602-93,941
hr10602-93,961
hr10602-93,1101
hr10603-93,253
hr10604-93,420
hr10605-93,477
hr10606-93,503
hr10606-93,556
hr10607-93,513
hr10608-93,561
hr10609-93,620
hr10609-93,1109
hr10609-93,1261
hr10610-93,32
hr10610-93,40
hr10610-93,73
hr10610-93,134
hr10610-93,195
hr10610-93,228
hr10610-93,229
hr10610-93,263
hr10610-93,318
hr10610-93,333
hr10610-93,336
hr10610-93,503
hr10610-93,529
hr10610-93,643
hr10611-93,73
hr10611-93,643
hr10611-93,678
hr10611-93,815
hr10611-93,818
hr10611-93,820
hr10611-93,838
hr10611-93,907
hr10611-93,920
hr10611-93,944
hr10611-93,987
hr10611-93,1017
hr10611-93,1040
hr10611-93,1202
hr10611-93,1241
hr10612-93,422
hr10612-93,656
hr10612-93,1039
hr10612-93,1053
hr10613-93,31
hr10613-93,103
hr10613-93,680
hr10613-93,695
hr10613-93,749
hr10613-93,759
hr10613-93,961
hr10613-93,970
hr10614-93,634
hr10614-93,918
hr10615-93,973
hr10616-93,973
hr10617-93,978
hr10618-93,181
hr10618-93,513
hr10618-93,528
hr10618-93,570
hr10618-93,656
hr10618-93,858
hr10618-93,928
hr10618-93,978
hr10618-93,995
hr10618-93,1096
hr10618-93,1131
hr10619-93,982
hr10620-93,1096
hr10621-93,120
hr10621-93,680
hr10621-93,1106
hr10621-93,1115
hr10621-93,1249
hr10622-93,1111
hr10623-93,1145
hr10624-93,1174
hr10625-93,1256
hr10626-93,482
hr10627-93,1061
hr10628-93,31
hr10629-93,181
hr10630-93,181
hr10631-93,341
hr10631-93,503
hr10631-93,581
hr10631-93,866
hr10631-93,974
hr10631-93,982
hr10632-93,393
hr10633-93,548
hr10634-93,597
hr10635-93,622
hr10636-93,622
hr10637-93,622
hr10638-93,622
hr10639-93,661
hr10640-93,682
hr10641-93,703
hr10642-93,781
hr10643-93,19
hr10643-93,86
hr10643-93,413
hr10643-93,415
hr10643-93,458
hr10643-93,523
hr10643-93,528
hr10643-93,728
hr10643-93,759
hr10643-93,781
hr10643-93,837
hr10643-93,877
hr10643-93,936
hr10643-93,972
hr10643-93,982
hr10643-93,1016
hr10643-93,1040
hr10644-93,747
hr10645-93,747
hr10646-93,820
hr10647-93,907
hr10648-93,908
hr10649-93,195
hr10649-93,523
hr10649-93,556
hr10649-93,570
hr10649-93,842
hr10649-93,915
hr10650-93,951
hr10651-93,954
hr10651-93,1180
hr10652-93,5
hr10652-93,838
hr10652-93,954
hr10652-93,1152
hr10653-93,576
hr10653-93,973
hr10654-93,576
hr10654-93,973
hr10655-93,978
hr10656-93,996
hr10657-93,104
hr10657-93,528
hr10657-93,656
hr10657-93,830
hr10657-93,982
hr10657-93,1024
hr10657-93,1055
hr10657-93,1146
hr10657-93,1186
hr10658-93,1065
hr10659-93,1193
hr10660-93,1193
hr10661-93,1193
hr10662-93,1193
hr10663-93,133
hr10663-93,290
hr10663-93,292
hr10663-93,354
hr10663-93,447
hr10663-93,469
hr10663-93,473
hr10663-93,513
hr10663-93,568
hr10663-93,629
hr10663-93,661
hr10663-93,757
hr10663-93,801
hr10663-93,928
hr10663-93,943
hr10663-93,945
hr10663-93,969
hr10663-93,992
hr10663-93,1039
hr10663-93,1056
hr10663-93,1144
hr10663-93,1187
hr10663-93,1234
hr10663-93,1244
hr10663-93,1250
hr10664-93,26
hr10664-93,206
hr10664-93,218
hr10664-93,249
hr10664-93,260
hr10664-93,337
hr10664-93,382
hr10664-93,461
hr10664-93,503
hr10664-93,561
hr10664-93,570
hr10664-93,576
hr10664-93,760
hr10664-93,790
hr10664-93,847
hr10664-93,872
hr10664-93,982
hr10664-93,1028
hr10664-93,1040
hr10664-93,1164
hr10664-93,1229
hr10664-93,1233
hr10664-93,1250
hr10665-93,103
hr10666-93,120
hr10667-93,320
hr10668-93,336
hr10669-93,351
hr10669-93,382
hr10670-93,81
hr10670-93,120
hr10670-93,134
hr10670-93,360
hr10670-93,413
hr10670-93,415
hr10670-93,440
hr10670-93,474
hr10670-93,503
hr10670-93,625
hr10670-93,682
hr10670-93,781
hr10670-93,858
hr10670-93,877
hr10670-93,944
hr10670-93,950
hr10670-93,951
hr10670-93,974
hr10670-93,1031
hr10670-93,1040
hr10670-93,1101
hr10670-93,1186
hr10670-93,1229
hr10670-93,1267
hr10671-93,444
hr10672-93,509
hr10673-93,620
hr10674-93,643
hr10675-93,656
hr10676-93,762
hr10677-93,415
hr10677-93,528
hr10677-93,622
hr10677-93,781
hr10678-93,747
hr10679-93,1
hr10679-93,33
hr10679-93,90
hr10679-93,215
hr10679-93,522
hr10679-93,556
hr10679-93,796
hr10679-93,884
hr10679-93,996
hr10679-93,1040
hr10679-93,1101
hr10679-93,1121
hr10679-93,1159
hr10679-93,1173
hr10680-93,177
hr10680-93,372
hr10680-93,474
hr10680-93,529
hr10680-93,556
